alert_id,client_id,client_name,provincia,comunidad_autonoma,zone,agent_id,product_id,alert_type,risk_level,client_value,churn_probability,purchase_propensity,predicted_next_purchase,last_order_date,alert_score,explanation,ctx_productos_afectados,ctx_n_productos,ctx_gasto_anual_real,ctx_gasto_esperado,ctx_dias_desde_compra,ctx_tiempo_medio_recompra,ctx_zscore_momento,ctx_potencial_clase,ctx_num_compras_anteriores,ctx_total_compras_otros,ctx_vuelve_a_comprar,inference_reference_date,inference_window_start,inference_window_end
ALT-A51FD24E,1000080066,Policlínica Dental Montero,Ciudad Real,Castilla-La Mancha,south,7,Total,Total,Alto,Medio,99.06,97.93,2025-08-28,2025-07-23,137.25,"La darrera compra d'aquest producte va ser fa 236 dies (mitjana habitual: 158 dies, retard de 77 dies). La despesa anual real en aquest producte (354€) és un 50% inferior a la mitjana esperada (709€). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4565, 4566",3,354.35,709.18,236.0,158.4045798388423,-0.589,muy_positivo,5,14,0,2025-12-29,2024-06-29,2025-09-29
ALT-9F3FBDE7,37311,Policlínica Dental Experta,A Coruña,Galicia,north,1,3408,Producto 3408,Alto,Medio,98.7,98.58,2025-07-10,2025-06-12,137.21,"La darrera compra d'aquest producte va ser fa 687 dies (mitjana habitual: 184 dies, retard de 502 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,824.63,757.02,687.0,184.3205158128136,1.155,muy_positivo,3,0,0,2025-12-29,2024-06-29,2025-09-29
ALT-B9BAA758,15006,Central Marín,Barcelona,Cataluña,east,4,4566,Producto 4566,Alto,Medio,99.22,97.57,2024-12-06,2024-11-28,137.21,"La darrera compra d'aquest producte va ser fa 372 dies (mitjana habitual: 158 dies, retard de 213 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,688.04,737.63,372.0,158.4045798388423,0.973,muy_positivo,4,10,0,2025-12-29,2024-06-29,2025-09-29
ALT-4CF833A3,1000076769,Experta Blanco,Valladolid,Castilla y León,north,1,Total,Total,Alto,Medio,98.63,98.71,2025-05-23,2025-03-28,137.19,"La darrera compra d'aquest producte va ser fa 757 dies (mitjana habitual: 206 dies, retard de 550 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4911, 4912",4,222.78,215.52,757.0,206.84758128469468,0.707,muy_positivo,2,10,0,2025-12-29,2024-06-29,2025-09-29
ALT-E32C1189,24533,Clínica Odontológica Andaluza Alonso,Cantabria,Cantabria,north,3,4565,Producto 4565,Alto,Medio,99.55,96.85,2025-07-17,2025-06-27,137.18,"La darrera compra d'aquest producte va ser fa 459 dies (mitjana habitual: 173 dies, retard de 285 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,1771.71,2069.38,459.0,173.38372602259787,0.947,muy_positivo,4,5,0,2025-12-29,2024-06-29,2025-09-29
ALT-FEC4EB3D,1000078785,Policlínica Dental Ramírez,Madrid,Comunidad de Madrid,south,7,4565,Producto 4565,Alto,Medio,98.97,97.97,2024-12-04,2024-12-02,137.15,"La darrera compra d'aquest producte va ser fa 356 dies (mitjana habitual: 173 dies, retard de 182 dies). La despesa anual real en aquest producte (344€) és un 41% inferior a la mitjana esperada (583€). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,344.02,583.08,356.0,173.38372602259787,1.184,muy_positivo,4,6,0,2025-12-29,2024-06-29,2025-09-29
ALT-B2392FF1,21846,Policlínica Dental Murciana,Barcelona,Cataluña,east,4,4911,Producto 4911,Alto,Medio,98.69,98.44,2024-11-10,2024-09-18,137.1,"La darrera compra d'aquest producte va ser fa 701 dies (mitjana habitual: 206 dies, retard de 494 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4911,1,629.1,595.44,701.0,206.84758128469468,0.707,muy_positivo,2,12,0,2025-12-29,2024-06-29,2025-09-29
ALT-69868928,19034,Odontología Levantina Prieto,Granada,Andalucía,south,9,3408,Producto 3408,Alto,Medio,98.52,98.79,2024-08-27,2024-08-22,137.1,"La darrera compra d'aquest producte va ser fa 321 dies (mitjana habitual: 184 dies, retard de 136 dies). La despesa anual real en aquest producte (285€) és un 21% inferior a la mitjana esperada (361€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,284.67,360.53,321.0,184.3205158128136,0.987,muy_positivo,3,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-045B3B1C,28318,Centro Odontológico Dr. Castillo,Barcelona,Cataluña,east,5,3408,Producto 3408,Alto,Medio,98.37,99.1,2025-11-16,2025-09-16,137.1,"La darrera compra d'aquest producte va ser fa 823 dies (mitjana habitual: 184 dies, retard de 638 dies). La despesa anual real en aquest producte (78€) és un 22% inferior a la mitjana esperada (99€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,77.87,99.36,823.0,184.3205158128136,0.707,muy_positivo,2,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-9F2C02AF,40193,Gabinete Dental Clara Lozano,León,Castilla y León,north,3,Total,Total,Alto,Medio,99.04,97.73,2025-10-25,2025-09-24,137.08,"La darrera compra d'aquest producte va ser fa 324 dies (mitjana habitual: 158 dies, retard de 165 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4566, 4567",3,885.86,831.65,324.0,158.4045798388423,-0.67,muy_positivo,4,11,0,2025-12-29,2024-06-29,2025-09-29
ALT-44466CF2,1000081372,Clínica Odontológica Gómez - Levantina,Madrid,Comunidad de Madrid,south,8,Total,Total,Alto,Medio,99.07,97.65,2025-09-28,2025-08-28,137.07,"La darrera compra d'aquest producte va ser fa 332 dies (mitjana habitual: 206 dies, retard de 125 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","178, 3408, 4565, 4566, 4567",5,114.48,124.71,332.0,206.2482853223594,-0.498,muy_positivo,4,25,0,2025-12-29,2024-06-29,2025-09-29
ALT-5BC17C8C,1000080751,Centro Odontológico Central Álvarez,Cantabria,Cantabria,north,2,4566,Producto 4566,Alto,Medio,99.16,97.45,2025-03-14,2025-01-20,137.06,"La darrera compra d'aquest producte va ser fa 347 dies (mitjana habitual: 158 dies, retard de 188 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1376.07,1350.28,347.0,158.4045798388423,-0.25,muy_positivo,3,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-611F2B3E,1000042967,Clínica Dental Dr. Méndez,Valencia,Comunitat Valenciana,east,6,Total,Total,Alto,Medio,98.84,98.08,2025-07-25,2025-06-27,137.05,"La darrera compra d'aquest producte va ser fa 332 dies (mitjana habitual: 299 dies, retard de 32 dies). La despesa anual real (283€) supera la mitjana esperada (226€) en un 26%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4567",3,283.07,225.51,332.0,299.14503950834063,-0.788,muy_positivo,3,10,0,2025-12-29,2024-06-29,2025-09-29
ALT-25DB61C8,1000063281,Moderna Romero,Jaén,Andalucía,south,7,Total,Total,Alto,Medio,98.48,98.76,2025-07-09,2025-06-10,137.01,"La darrera compra d'aquest producte va ser fa 622 dies (mitjana habitual: 158 dies, retard de 463 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4567",3,442.93,424.47,622.0,158.4045798388423,0.87,muy_positivo,3,6,0,2025-12-29,2024-06-29,2025-09-29
ALT-11EEF949,1000080492,Centro Dental Sonrisa Prieto,Madrid,Comunidad de Madrid,south,7,3408,Producto 3408,Alto,Medio,98.43,98.84,2025-01-20,2025-01-15,137.0,"La darrera compra d'aquest producte va ser fa 232 dies (mitjana habitual: 184 dies, retard de 47 dies). La despesa anual real en aquest producte (384€) és un 25% inferior a la mitjana esperada (511€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,384.3,511.08,232.0,184.3205158128136,0.801,muy_positivo,3,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-A857CF52,28605,Consulta Dental Moreno y Moreno,Salamanca,Castilla y León,north,1,4565,Producto 4565,Alto,Medio,98.37,98.96,2025-07-27,2025-05-19,137.0,"La darrera compra d'aquest producte va ser fa 756 dies (mitjana habitual: 173 dies, retard de 582 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,970.01,952.69,756.0,173.38372602259787,0.707,muy_positivo,2,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-6A18D8B8,14832,Centro Dental Fuentes - Riojana,Barcelona,Cataluña,east,4,Total,Total,Alto,Medio,98.91,97.83,2025-10-20,2025-09-03,136.98,"La darrera compra d'aquest producte va ser fa 300 dies (mitjana habitual: 206 dies, retard de 93 dies). La despesa anual real en aquest producte (405€) és un 24% inferior a la mitjana esperada (530€). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 4567, 4911, 4912",4,405.06,530.09,300.0,206.84758128469468,-0.159,muy_positivo,5,36,0,2025-12-29,2024-06-29,2025-09-29
ALT-AAB72BB1,1000100589,Clínica Odontológica Sonrisa Cortés,Lugo,Galicia,north,1,4566,Producto 4566,Alto,Medio,98.58,98.43,2025-09-14,2025-08-27,136.93,"La darrera compra d'aquest producte va ser fa 287 dies (mitjana habitual: 158 dies, retard de 128 dies). La despesa anual real en aquest producte (236€) és un 55% inferior a la mitjana esperada (519€). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,236.22,519.47,287.0,158.4045798388423,0.0,muy_positivo,2,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-5C15CD67,1000075721,Clínica Dental Experta Hernández,A Coruña,Galicia,north,3,3408,Producto 3408,Alto,Medio,98.18,99.22,2025-11-18,2025-09-05,136.92,"La darrera compra va ser fa 154 dies (dins la seva freqüència habitual de 184 dies). La despesa anual real (220€) supera la mitjana esperada (89€) en un 146%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,219.89,89.36,154.0,184.3205158128136,-1.154,muy_positivo,3,13,0,2025-12-29,2024-06-29,2025-09-29
ALT-EEED0A30,1000076314,Óptima Cano,Baleares,Illes Balears,balearic,13,Total,Total,Alto,Medio,99.47,96.63,2025-09-29,2025-09-22,136.91,"La darrera compra d'aquest producte va ser fa 319 dies (mitjana habitual: 158 dies, retard de 160 dies). La despesa anual real en aquest producte (354€) és un 34% inferior a la mitjana esperada (539€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4567",3,354.35,539.47,319.0,158.4045798388423,0.441,muy_positivo,6,11,0,2025-12-29,2024-06-29,2025-09-29
ALT-C80338B8,1000073231,Dental Dr. Moreno,Toledo,Castilla-La Mancha,south,9,Total,Total,Alto,Medio,98.16,99.25,2025-09-08,2025-07-01,136.91,"La darrera compra d'aquest producte va ser fa 1194 dies (mitjana habitual: 134 dies, retard de 1059 dies). La despesa anual real (199€) supera la mitjana esperada (163€) en un 22%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 4911, 4912",3,198.76,162.71,1194.0,134.17444825463818,0.707,muy_positivo,2,6,0,2025-12-29,2024-06-29,2025-09-29
ALT-B2DD60C3,1000081913,Plena Sánchez,Zaragoza,Aragón,east,6,Total,Total,Alto,Medio,98.1,99.32,2025-09-28,2025-07-10,136.87,"La darrera compra d'aquest producte va ser fa 939 dies (mitjana habitual: 158 dies, retard de 780 dies). La despesa anual real en aquest producte (354€) és un 34% inferior a la mitjana esperada (534€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4911",3,354.35,534.32,939.0,158.4045798388423,0.707,muy_positivo,2,9,0,2025-12-29,2024-06-29,2025-09-29
ALT-0A387B1C,1000078785,Policlínica Dental Ramírez,Madrid,Comunidad de Madrid,south,7,4566,Producto 4566,Alto,Medio,98.68,98.08,2024-12-04,2024-12-02,136.82,"La darrera compra d'aquest producte va ser fa 356 dies (mitjana habitual: 158 dies, retard de 197 dies). La despesa anual real en aquest producte (344€) és un 26% inferior a la mitjana esperada (465€). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,344.02,464.8,356.0,158.4045798388423,1.184,muy_positivo,4,6,0,2025-12-29,2024-06-29,2025-09-29
ALT-7FD5B89C,5255,Centro Odontológico Cantábrica Ortega,Huesca,Aragón,east,6,3408,Producto 3408,Alto,Medio,99.04,97.34,2025-11-30,2025-09-17,136.81,"La darrera compra d'aquest producte va ser fa 315 dies (mitjana habitual: 184 dies, retard de 130 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,641.38,765.27,315.0,184.3205158128136,-1.119,muy_positivo,3,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-D1C79431,1000081957,Odontología Dr. Fernández,Barcelona,Cataluña,east,5,5099,Producto 5099,Alto,Medio,98.35,98.72,2025-10-22,2025-09-26,136.8,"La darrera compra d'aquest producte va ser fa 956 dies (mitjana habitual: 108 dies, retard de 847 dies). La despesa anual real en aquest producte (343€) és un 59% inferior a la mitjana esperada (831€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",5099,1,342.64,831.46,956.0,108.2549207630968,1.703,muy_positivo,5,6,0,2025-12-29,2024-06-29,2025-09-29
ALT-D226D372,27193,Clínica Dental Iglesias y Iglesias,Valencia,Comunitat Valenciana,east,5,4566,Producto 4566,Alto,Medio,98.92,97.55,2025-04-17,2025-02-28,136.8,"La darrera compra d'aquest producte va ser fa 394 dies (mitjana habitual: 158 dies, retard de 235 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1419.06,1531.33,394.0,158.4045798388423,0.235,muy_positivo,3,8,0,2025-12-29,2024-06-29,2025-09-29
ALT-BE7F77E4,13420,Odontología Molina,Barcelona,Cataluña,east,5,4912,Producto 4912,Alto,Medio,98.47,98.47,2025-08-11,2025-06-04,136.8,"La darrera compra d'aquest producte va ser fa 188 dies (mitjana habitual: 134 dies, retard de 53 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4912,1,318.02,364.11,188.0,134.17444825463818,-0.465,muy_positivo,5,20,0,2025-12-29,2024-06-29,2025-09-29
ALT-9386A784,1000040383,Clínica Dental Murciana,Huelva,Andalucía,south,8,4566,Producto 4566,Alto,Medio,98.13,99.09,2025-07-24,2025-04-30,136.76,"La darrera compra d'aquest producte va ser fa 859 dies (mitjana habitual: 158 dies, retard de 700 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1328.79,1457.93,859.0,158.4045798388423,0.707,muy_positivo,2,1,0,2025-12-29,2024-06-29,2025-09-29
ALT-2C3A35F4,2358,Mediterránea Montero,Sta.Cruz Tenerife,Canarias,canary,10,5099,Producto 5099,Alto,Medio,98.18,98.92,2025-09-26,2025-07-23,136.72,"La darrera compra d'aquest producte va ser fa 744 dies (mitjana habitual: 108 dies, retard de 635 dies). La despesa anual real (685€) supera la mitjana esperada (267€) en un 157%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",5099,1,685.27,266.87,744.0,108.2549207630968,0.707,muy_positivo,2,14,0,2025-12-29,2024-06-29,2025-09-29
ALT-F49E299E,32297,Vitaldent Martínez,A Coruña,Galicia,north,3,4566,Producto 4566,Alto,Medio,98.87,97.52,2025-10-03,2025-09-19,136.7,"La darrera compra d'aquest producte va ser fa 401 dies (mitjana habitual: 158 dies, retard de 242 dies). La despesa anual real en aquest producte (148€) és un 33% inferior a la mitjana esperada (220€). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,147.64,220.35,401.0,158.4045798388423,-0.166,muy_positivo,4,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-607B243A,1000076679,Dental Alonso y Alonso,Las Palmas,Canarias,canary,10,5107,Producto 5107,Alto,Medio,99.03,97.13,2025-09-21,2025-05-19,136.66,"La darrera compra va ser fa 62 dies (dins la seva freqüència habitual de 138 dies). La despesa anual real (3021€) supera la mitjana esperada (696€) en un 334%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",5107,1,3021.43,696.43,62.0,138.92322383498853,-0.707,muy_positivo,2,9,0,2025-12-29,2024-06-29,2025-09-29
ALT-87EE569B,32995,Odontología Serrano y Serrano,Madrid,Comunidad de Madrid,south,8,Total,Total,Alto,Medio,98.07,99.03,2025-05-27,2025-03-04,136.63,"La darrera compra d'aquest producte va ser fa 1118 dies (mitjana habitual: 184 dies, retard de 933 dies). La despesa anual real (220€) supera la mitjana esperada (96€) en un 129%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4911, 4912",3,219.89,96.13,1118.0,184.3205158128136,0.707,muy_positivo,2,23,0,2025-12-29,2024-06-29,2025-09-29
ALT-35492810,1000081680,Odontología Pérez y Pérez,Las Palmas,Canarias,canary,10,3408,Producto 3408,Alto,Medio,99.35,96.44,2025-10-04,2025-09-17,136.62,"La darrera compra d'aquest producte va ser fa 329 dies (mitjana habitual: 184 dies, retard de 144 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,549.75,483.44,329.0,184.3205158128136,-0.021,muy_positivo,5,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-A3CA7858,1000079329,Dental Calvo y Calvo,Madrid,Comunidad de Madrid,south,8,4911,Producto 4911,Alto,Medio,99.07,96.99,2025-10-27,2025-09-12,136.61,"La darrera compra va ser fa 198 dies (dins la seva freqüència habitual de 206 dies). La despesa anual real (474€) supera la mitjana esperada (295€) en un 61%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4911,1,473.92,294.73,198.0,206.84758128469468,-1.137,muy_positivo,4,23,0,2025-12-29,2024-06-29,2025-09-29
ALT-0CA0F307,1000058783,Instituto Dental Equilibrio Moreno,Las Palmas,Canarias,canary,12,4566,Producto 4566,Alto,Medio,98.72,97.63,2025-05-12,2025-04-23,136.57,"La darrera compra d'aquest producte va ser fa 526 dies (mitjana habitual: 158 dies, retard de 367 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1328.79,1395.57,526.0,158.4045798388423,1.404,muy_positivo,4,0,0,2025-12-29,2024-06-29,2025-09-29
ALT-253719E7,10923,Gabinete Dental Núñez - Natural,Vizcaya,País Vasco,north,1,3408,Producto 3408,Alto,Medio,98.18,98.69,2025-04-30,2025-04-24,136.55,"La darrera compra d'aquest producte va ser fa 315 dies (mitjana habitual: 184 dies, retard de 130 dies). La despesa anual real en aquest producte (412€) és un 22% inferior a la mitjana esperada (528€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,412.31,527.69,315.0,184.3205158128136,0.986,muy_positivo,3,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-30425A74,38685,Clínica Dental Blanco y Blanco,Madrid,Comunidad de Madrid,south,7,3408,Producto 3408,Alto,Medio,98.3,98.44,2024-11-02,2024-09-26,136.54,"La darrera compra d'aquest producte va ser fa 477 dies (mitjana habitual: 184 dies, retard de 292 dies). La despesa anual real (1067€) supera la mitjana esperada (737€) en un 45%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,1067.47,737.19,477.0,184.3205158128136,0.707,muy_positivo,2,2,0,2025-12-29,2024-06-29,2025-09-29
ALT-A658AAFA,1000100138,Clínica Dental Dr. Iglesias,Murcia,Región de Murcia,east,6,4566,Producto 4566,Alto,Medio,98.98,97.05,2025-03-31,2025-03-28,136.53,"La darrera compra d'aquest producte va ser fa 205 dies (mitjana habitual: 158 dies, retard de 46 dies). La despesa anual real en aquest producte (591€) és un 30% inferior a la mitjana esperada (844€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,590.57,843.66,205.0,158.4045798388423,0.602,muy_positivo,4,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-FA59CAAB,4539,Integral Gallego,Madrid,Comunidad de Madrid,south,7,3408,Producto 3408,Alto,Medio,98.2,98.59,2025-07-15,2025-03-24,136.51,"La darrera compra va ser fa 178 dies (dins la seva freqüència habitual de 184 dies). La despesa anual real en aquest producte (73€) és un 25% inferior a la mitjana esperada (98€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,73.29,97.85,178.0,184.3205158128136,-0.707,muy_positivo,2,9,0,2025-12-29,2024-06-29,2025-09-29
ALT-D2EB4E86,15484,Equilibrio Delgado,Madrid,Comunidad de Madrid,south,8,3408,Producto 3408,Alto,Medio,98.82,97.34,2025-10-23,2025-09-25,136.5,"La darrera compra d'aquest producte va ser fa 385 dies (mitjana habitual: 184 dies, retard de 200 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,329.86,355.74,385.0,184.3205158128136,-0.293,muy_positivo,4,14,0,2025-12-29,2024-06-29,2025-09-29
ALT-7D312BAC,18774,Consulta Dental Alicantina Pérez,Almería,Andalucía,south,7,4912,Producto 4912,Alto,Medio,98.12,98.73,2025-09-26,2025-09-09,136.49,"La darrera compra d'aquest producte va ser fa 634 dies (mitjana habitual: 134 dies, retard de 499 dies). La despesa anual real (477€) supera la mitjana esperada (368€) en un 30%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4912,1,477.03,367.55,634.0,134.17444825463818,1.337,muy_positivo,4,13,0,2025-12-29,2024-06-29,2025-09-29
ALT-3C0E83DB,1000079009,Odontología Cano,Sta.Cruz Tenerife,Canarias,canary,12,4565,Producto 4565,Alto,Medio,98.53,97.91,2025-05-18,2025-05-09,136.49,"La darrera compra d'aquest producte va ser fa 315 dies (mitjana habitual: 173 dies, retard de 141 dies). La despesa anual real (591€) supera la mitjana esperada (409€) en un 44%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,590.57,409.36,315.0,173.38372602259787,0.025,muy_positivo,5,7,0,2025-12-29,2024-06-29,2025-09-29
ALT-C4C409A3,1000078434,Nórdica Vázquez,Burgos,Castilla y León,north,1,4566,Producto 4566,Alto,Medio,99.33,96.26,2025-09-13,2025-08-18,136.46,"La darrera compra d'aquest producte va ser fa 452 dies (mitjana habitual: 158 dies, retard de 293 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1107.32,997.52,452.0,158.4045798388423,0.207,muy_positivo,4,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-83F73ED6,12002,Instituto Dental Prieto y Prieto,A Coruña,Galicia,north,3,Total,Total,Alto,Medio,97.82,99.29,2025-08-09,2025-05-27,136.46,"La darrera compra d'aquest producte va ser fa 813 dies (mitjana habitual: 134 dies, retard de 678 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 4567, 4912",3,397.52,378.68,813.0,134.17444825463818,0.707,muy_positivo,2,10,0,2025-12-29,2024-06-29,2025-09-29
ALT-236AC5E3,3683,Dental Cortés - Salud,Asturias,Asturias,north,3,4566,Producto 4566,Alto,Medio,97.85,99.24,2025-08-27,2025-06-03,136.46,"La darrera compra d'aquest producte va ser fa 881 dies (mitjana habitual: 158 dies, retard de 722 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,442.93,370.31,881.0,158.4045798388423,0.707,muy_positivo,2,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-0547D05A,1000100900,Gabinete Dental Avanzada,Murcia,Región de Murcia,east,6,Total,Total,Alto,Medio,97.94,98.94,2025-10-10,2025-09-24,136.39,"La darrera compra d'aquest producte va ser fa 337 dies (mitjana habitual: 158 dies, retard de 178 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4566, 4567",3,472.44,494.24,337.0,158.4045798388423,0.707,muy_positivo,2,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-38FDC42B,1000075628,Policlínica Dental Marín - Navarra,Madrid,Comunidad de Madrid,south,9,4566,Producto 4566,Alto,Medio,98.82,97.14,2025-08-18,2025-06-11,136.37,"La darrera compra d'aquest producte va ser fa 412 dies (mitjana habitual: 158 dies, retard de 253 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,295.29,289.02,412.0,158.4045798388423,-0.396,muy_positivo,3,6,0,2025-12-29,2024-06-29,2025-09-29
ALT-EA983E97,188,Odontología Montero - Precisa,Sevilla,Andalucía,south,9,Total,Total,Alto,Medio,99.6,95.56,2025-06-22,2025-05-16,136.34,"La darrera compra d'aquest producte va ser fa 226 dies (mitjana habitual: 173 dies, retard de 52 dies). La despesa anual real en aquest producte (591€) és un 31% inferior a la mitjana esperada (850€). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4567, 4911, 4912",4,590.57,850.41,226.0,173.38372602259787,-0.953,muy_positivo,5,14,0,2025-12-29,2024-06-29,2025-09-29
ALT-55BA7E19,20180,Policlínica Dental Dr. Ortiz,Vizcaya,País Vasco,north,3,4566,Producto 4566,Alto,Medio,99.2,96.31,2025-11-15,2025-09-23,136.32,"La darrera compra d'aquest producte va ser fa 470 dies (mitjana habitual: 158 dies, retard de 311 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1328.79,1140.4,470.0,158.4045798388423,-0.325,muy_positivo,3,2,0,2025-12-29,2024-06-29,2025-09-29
ALT-0079C761,5076,Dental Fernández y Fernández,León,Castilla y León,north,1,4565,Producto 4565,Alto,Medio,98.81,97.04,2025-10-07,2025-09-25,136.29,"La darrera compra d'aquest producte va ser fa 407 dies (mitjana habitual: 173 dies, retard de 233 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,1505.94,1301.85,407.0,173.38372602259787,0.765,muy_positivo,4,0,0,2025-12-29,2024-06-29,2025-09-29
ALT-60445F0E,171,Policlínica Dental Ramírez - Brillante,Sevilla,Andalucía,south,7,4566,Producto 4566,Alto,Medio,98.49,97.66,2025-07-03,2025-05-13,136.27,"La darrera compra d'aquest producte va ser fa 546 dies (mitjana habitual: 158 dies, retard de 387 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,1063.02,1017.25,546.0,158.4045798388423,0.528,muy_positivo,3,0,0,2025-12-29,2024-06-29,2025-09-29
